Headline,Source,URL,word_count,unique_words,type_token_ratio,exclamation_count,question_count,comma_count,Polarity,Subjectivity
: Iran's new supreme leader vows to keep blocking Strait of Hormuz as oil prices spike again,NBC,,16.0,16.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
Trump administration : Senate passes major housing bill; Clyburn to run for re-election,NBC,,13.0,13.0,1.0,0.0,0.0,0.0,0.0625,0.5
North Korea's Kim and his daughter try out new pistols at shooting range,NBC,,13.0,13.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
Closing arguments begin in social media addiction trial,NBC,,8.0,8.0,1.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667
Closing arguments begin in social media addiction trial,NBC,,8.0,8.0,1.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667
From K-pop to Conan: How the academy is 'leaning into big cultural moments' for the Oscars,NBC,,17.0,16.0,0.9411764705882353,0.0,0.0,0.0,0.05,0.1
"Jack Osbourne welcomes daughter Ozzy Matilda, named in honor of his late father",NBC,,13.0,13.0,1.0,0.0,0.0,1.0,-0.3,0.6
Israeli military drops charges against soldiers accused of sexually assaulting Palestinian detainee,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,0.2,0.4666666666666667
North Korea's Kim and his daughter try out new pistols at shooting range,NBC,,13.0,13.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
19 people convicted over deadly Moscow concert hall attack claimed by ISIS faction,NBC,,12.0,12.0,1.0,0.0,0.0,0.0,-0.2,0.4
China is expected to push for an ethnic unity law that critics say will cement assimilation,NBC,,16.0,16.0,1.0,0.0,0.0,0.0,-0.1,0.4
Patients alarmed after common medical device is linked to 7 deaths,NBC,,10.0,10.0,1.0,0.0,0.0,0.0,-0.15,0.25
RFK Jr. had surgery on his rotator cuff. Here's why recovery is often painful and slow.,NBC,,16.0,16.0,1.0,0.0,0.0,0.0,-0.5,0.65
